01Log2019_08_02-18_09_50.csv
08/02/2019    18:09:50.819, VI started
08/02/2019    18:09:50.958, ERROR: Not logging to file, hit start trigger!
08/02/2019    18:09:55.631, Stop sent to #255
08/02/2019    18:09:56.130, ERROR: Measurement was not logged to file.
08/02/2019    18:09:57.758, Logging to: 2019_08_02-18_09_57_Data.csv
08/02/2019    18:09:57.759, Trigger sent to #255, T=500ms
08/02/2019    18:10:11.137, Stop sent to #255
08/02/2019    18:10:42.051, Reset sent to #255
08/02/2019    18:10:43.590, Announcement from #14
08/02/2019    18:10:43.603, Announcement from #13
08/02/2019    18:10:53.039, Logging to: 2019_08_02-18_10_53_Data.csv
08/02/2019    18:10:53.040, Trigger sent to #255, T=1000ms
08/02/2019    22:33:20.595, Stop sent to #255
