01Log2019_08_01-19_23_43.csv
08/01/2019    19:23:43.587, VI started
08/01/2019    19:23:45.117, Announcement from #13
08/01/2019    19:29:42.878, Announcement from #13
08/01/2019    19:31:58.389, Announcement from #13
08/01/2019    19:36:25.410, Announcement from #13
08/01/2019    19:41:02.193, Announcement from #14
08/01/2019    19:41:02.473, ERROR from #14 : VEML7700 light sensor not found - continue without
08/01/2019    19:46:11.776, Announcement from #14
08/01/2019    19:46:11.782, ERROR from #14 : VEML7700 light sensor not found - continue without
08/01/2019    19:46:19.386, Announcement from #14
08/01/2019    19:46:19.391, ERROR from #14 : VEML7700 light sensor not found - continue without
08/01/2019    19:49:19.278, Announcement from #13
08/01/2019    19:51:03.754, Announcement from #14
08/01/2019    19:51:03.761, ERROR from #14 : VEML7700 light sensor not found - continue without
08/01/2019    19:53:48.526, Announcement from #13
