2019_08_05-18_12_09
Time,Unit,Sample#,sens.type1,val1,...
18:12:14.709,14,2,0,11,16,4960,32,44,48,44,64,56,80,61,96,26684,112,171,128,2871,144,4620,160,692,176,2867,240,613,253,29340,254,22818,
18:12:18.708,14,3,0,12,16,5004,32,97,48,87,64,109,80,112,96,26684,112,233,128,2868,144,4671,160,764,176,2868,240,635,253,29340,254,22842,
18:12:22.707,14,4,0,12,16,4958,32,147,48,121,64,158,80,159,96,26684,112,289,128,2871,144,4633,160,834,176,2868,240,639,253,29336,254,22882,
18:12:26.714,14,5,0,13,16,4967,32,196,48,149,64,206,80,205,96,26683,112,342,128,2868,144,4637,160,903,176,2867,240,580,253,29332,254,22894,
18:12:30.709,14,6,0,10,16,4986,32,242,48,174,64,252,80,248,96,26683,112,393,128,2869,144,4647,160,970,176,2868,240,580,253,29336,254,22890,
18:12:34.711,14,7,0,10,16,4962,32,287,48,195,64,296,80,291,96,26683,112,442,128,2866,144,4631,160,1036,176,2870,240,581,253,29352,254,22858,
18:12:38.711,14,8,0,10,16,4939,32,331,48,213,64,338,80,331,96,26684,112,488,128,2868,144,4612,160,1099,176,2868,240,577,253,29352,254,22818,
18:12:42.716,14,9,0,9,16,4934,32,374,48,231,64,380,80,371,96,26684,112,533,128,2868,144,4605,160,1161,176,2870,240,586,253,29368,254,22782,
18:12:46.712,14,10,1,35,17,7481,33,639,49,391,65,648,81,631,96,26684,113,885,129,4331,145,7024,161,1844,177,4324,240,578,253,29384,254,22750,
18:12:50.716,14,11,2,69,18,14870,34,1452,50,878,66,1463,82,1416,96,26684,114,1928,130,4154,146,13960,162,3858,178,4136,240,578,253,29376,254,22730,
18:12:54.715,14,12,3,339,18,14784,35,3303,51,2095,67,3305,83,3201,96,26684,115,4211,131,7763,146,13848,163,7896,179,7764,240,579,253,29396,254,22698,
18:12:58.719,14,13,4,-117,18,14797,36,6322,52,3627,68,6267,84,6041,96,26684,116,7493,132,23,146,13835,164,14348,180,22,240,576,253,29412,254,22670,
18:13:02.717,14,14,5,-315,18,14798,37,9597,53,4480,69,9412,85,9420,96,26683,117,11049,133,44,146,13839,164,11460,181,43,240,575,253,29420,254,22658,
18:13:06.721,14,15,5,-290,18,14786,37,7238,53,2614,69,7010,85,7312,96,26684,117,8070,133,44,146,13815,165,18456,181,43,240,577,253,29424,254,22630,
18:13:10.719,14,16,5,-302,18,14801,37,5406,53,1479,69,5178,85,5656,96,26684,117,5884,133,45,146,13820,165,15006,181,43,240,578,253,29412,254,22614,
18:13:14.724,14,17,5,-318,18,14783,37,3988,53,841,69,3767,85,4340,96,26684,117,4319,133,44,146,13812,165,12313,181,43,240,569,253,29416,254,22610,
18:13:18.721,14,18,5,-157,18,14785,37,2909,53,516,69,2676,85,3303,96,26684,117,3265,133,45,146,13798,165,10226,181,43,240,565,253,29408,254,22590,
18:13:22.723,14,19,5,-746,18,14797,37,2088,53,321,69,1859,85,2500,96,26684,117,2591,133,44,146,13803,165,8611,181,43,240,547,253,29416,254,22578,
18:13:26.721,14,20,5,-449,18,14763,37,1478,53,216,69,1236,85,1871,96,26684,117,2161,133,44,146,13789,165,7349,181,43,240,558,253,29432,254,22574,
18:13:30.727,14,21,5,775,18,14759,37,1020,53,172,69,782,85,1393,96,26683,117,1901,133,46,146,13785,165,6366,181,43,240,569,253,29448,254,22550,
18:13:34.723,14,22,5,1175,18,14955,37,677,53,152,69,439,85,1026,96,26684,117,1736,133,44,146,13868,165,5612,181,43,240,465,253,29452,254,22550,
18:13:38.725,14,23,5,1698,18,14871,37,432,53,114,69,192,85,752,96,26684,117,1645,133,45,146,13991,165,5043,181,43,240,457,253,29468,254,22566,
18:13:42.726,14,24,5,241,18,14831,37,256,53,41,69,-14,85,552,96,26684,117,1582,133,43,146,13932,165,4611,181,43,240,568,253,29476,254,22550,
