01Log2019_08_05-17_32_44.csv
08/05/2019    17:32:44.831, VI started
08/05/2019    17:32:45.892, Announcement from #12
08/05/2019    17:32:45.896, ERROR from #12 : failed to initalize IO Expander 
08/05/2019    17:32:45.897, ERROR from #12 : failed to initalize ADC
08/05/2019    17:32:45.900, ERROR from #12 : VEML7700 light sensor not found - continue without
08/05/2019    17:32:45.902, ERROR from #12 : Si7021 RH T sensor not found at initalization - continue without
08/05/2019    17:32:46.080, Announcement from #14
08/05/2019    17:32:57.923, Logging to: 2019_08_05-17_32_57_Data.csv
08/05/2019    17:32:57.924, Trigger sent to #255, T=5000ms
08/05/2019    17:33:00.167, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:00.169, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:00.169, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:00.170, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:00.171, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:00.172, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:00.173, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:00.175, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:05.347, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:05.348, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:05.349, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:05.351, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:05.351, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:05.352, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:05.354, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:05.356, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:10.242, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:10.243, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:10.244, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:10.245, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:10.246, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:10.246, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:10.248, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:10.249, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:15.191, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:15.192, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:15.193, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:15.194, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:15.196, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:15.198, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:15.198, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:15.200, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:20.254, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:20.255, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:20.256, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:20.258, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:20.259, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:20.260, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:20.262, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:20.263, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:25.251, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:25.252, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:25.253, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:25.255, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:25.257, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:25.259, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:25.260, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:25.262, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:30.248, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:30.249, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:30.250, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:30.252, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:30.253, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:30.255, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:30.256, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:30.257, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:35.232, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:35.233, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:35.234, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:35.235, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:35.236, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:35.237, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:35.237, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:35.238, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:40.300, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:40.302, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:40.303, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:40.304, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:40.304, ERROR from #12 : ADC2 readout failed - timeout
08/05/2019    17:33:40.305, ERROR from #12 : ADC3 readout failed - timeout
08/05/2019    17:33:40.306, ERROR from #12 : ADC2 readout failed - timeout
