01Log2019_08_02-13_28_08.csv
08/02/2019    13:28:08.787, VI started
08/02/2019    13:28:17.967, Logging to: 2019_08_02-13_28_17_Data.csv
08/02/2019    13:28:17.968, Trigger sent to #255, T=500ms
08/02/2019    13:29:09.584, Stop sent to #255
08/02/2019    13:29:10.534, Reset sent to #255
08/02/2019    13:29:12.083, Announcement from #13
08/02/2019    13:29:12.165, Announcement from #14
08/02/2019    13:29:12.169, ERROR from #14 : VEML7700 light sensor not found - continue without
08/02/2019    13:29:12.171, ERROR from #14 : VEML7700 light sensor not found - continue without
08/02/2019    13:29:12.173, ERROR from #14 : Si7021 RH T sensor not found at initalization - continue without
08/02/2019    13:29:12.175, ERROR from #14 : Si7021 RH T sensor not found at initalization - continue without
08/02/2019    13:29:13.951, Logging to: 2019_08_02-13_29_13_Data.csv
08/02/2019    13:29:13.952, Trigger sent to #255, T=500ms
08/02/2019    14:13:00.077, Stop sent to #255
