01Log2019_08_01-15_30_53.csv
08/01/2019    15:30:53.959, VI started
08/01/2019    15:30:54.285, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:30:55.286, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:30:56.286, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:30:57.288, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:30:58.289, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:30:59.290, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:00.291, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:01.292, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:02.292, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:03.294, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:04.295, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:05.295, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:06.297, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:07.297, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:08.298, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:09.299, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:10.300, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:11.301, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:12.303, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:13.302, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:14.304, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:15.305, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:16.306, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:17.307, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:18.307, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:19.308, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:20.310, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:21.311, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:22.312, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:23.313, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:24.314, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:25.314, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:26.315, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:27.316, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:28.317, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:29.318, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:30.320, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:31.320, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:32.320, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:33.321, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:34.323, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:35.324, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:36.325, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:37.325, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:38.327, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:39.329, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:40.329, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:41.330, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:42.331, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:43.331, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:44.333, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:45.333, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:46.335, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:47.335, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:48.337, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:49.337, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:50.338, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:51.339, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:52.340, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:53.341, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:54.342, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:55.343, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:56.343, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:57.344, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:58.229, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:58.345, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:59.230, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:31:59.347, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:00.230, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:00.347, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:01.235, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:01.348, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:02.230, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:02.350, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:03.234, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:03.350, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:04.233, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:04.351, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:05.236, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:05.352, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:06.235, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:06.353, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:07.240, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:07.354, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:08.236, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:08.355, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:09.239, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:09.356, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:10.239, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:10.357, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:11.242, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:11.358, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:12.240, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:12.359, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:13.246, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:13.359, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:14.242, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:14.360, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:15.244, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:15.361, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:16.243, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:16.363, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:17.248, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:17.364, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:18.247, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:18.365, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:19.250, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:19.365, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:20.248, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:20.366, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:21.252, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:21.367, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:22.250, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:22.369, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:23.252, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:23.369, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:24.252, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:24.371, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:25.258, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:25.371, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:26.253, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:26.372, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:27.257, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:27.373, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:28.256, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:28.375, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:29.258, ERROR: Not logging to file, hit start trigger!
08/01/2019    15:32:29.375, ERROR: Not logging to file, hit start trigger!
