2019_08_05-18_09_42
Time,Unit,Sample#,sens.type1,val1,...
18:09:47.807,14,2,0,8,16,4948,32,76,48,57,64,125,80,93,96,26684,112,393,128,2873,144,4622,160,1051,176,2868,240,577,253,29340,254,22770,
18:09:51.809,14,3,0,10,16,4945,32,127,48,97,64,175,80,142,96,26683,112,439,128,2868,144,4615,160,1115,176,2867,240,563,253,29344,254,22762,
18:09:55.807,14,4,0,10,16,4943,32,176,48,130,64,221,80,189,96,26684,112,484,128,2870,144,4614,160,1177,176,2867,240,576,253,29336,254,22750,
18:09:59.815,14,5,0,8,16,4939,32,223,48,157,64,267,80,233,96,26683,112,527,128,2870,144,4612,160,1237,176,2867,240,625,253,29348,254,22738,
18:10:03.809,14,6,0,11,16,4985,32,268,48,179,64,310,80,276,96,26684,112,570,128,2868,144,4654,160,1296,176,2867,240,579,253,29340,254,22766,
18:10:07.812,14,7,0,9,16,4956,32,312,48,199,64,353,80,317,96,26683,112,612,128,2868,144,4635,160,1354,176,2867,240,574,253,29348,254,22806,
18:10:11.812,14,8,0,9,16,4956,32,354,48,217,64,394,80,357,96,26683,112,654,128,2870,144,4619,160,1409,176,2867,240,584,253,29356,254,22798,
18:10:15.816,14,9,0,8,16,4948,32,396,48,233,64,434,80,396,96,26683,112,694,128,2870,144,4612,160,1465,176,2867,240,569,253,29372,254,22786,
18:10:19.813,14,10,1,194,17,7419,33,672,49,394,65,727,81,668,96,26683,113,1118,129,4331,145,6921,161,2287,177,4322,240,553,253,29380,254,22750,
18:10:23.816,14,11,2,647,18,14791,34,1514,50,893,66,1612,82,1485,96,26684,114,2369,130,4148,146,13797,162,4704,178,4133,240,554,253,29348,254,22730,
18:10:27.815,14,12,3,662,18,14792,35,3413,51,2130,67,3578,83,3327,96,26684,115,5009,131,7759,146,13802,163,9443,179,7758,240,551,253,29348,254,22714,
18:10:31.819,14,13,4,-152,18,14778,36,6500,52,3679,68,6719,84,6251,96,26684,116,8802,132,22,146,13801,164,16932,180,22,240,554,253,29340,254,22722,
18:10:35.817,14,14,5,-279,18,14914,37,9880,53,4547,69,10125,85,9752,96,26684,117,13072,133,40,146,13893,164,13479,181,43,240,574,253,29324,254,22726,
18:10:39.985,14,15,5,-284,18,14889,37,7457,53,2654,69,7577,85,7589,96,26683,117,9619,133,46,146,14019,164,10815,181,43,240,585,253,29332,254,22722,
18:10:43.817,14,16,5,-304,18,14799,37,5576,53,1502,69,5604,85,5873,96,26683,117,7013,133,43,146,13880,165,17501,181,43,240,586,253,29328,254,22726,
18:10:47.823,14,17,5,-306,18,14772,37,4116,53,854,69,4097,85,4524,96,26683,117,5122,133,45,146,13827,165,14282,181,43,240,583,253,29340,254,22742,
18:10:51.823,14,18,5,-316,18,14756,37,2996,53,508,69,2941,85,3456,96,26683,117,3800,133,44,146,13805,165,11780,181,43,240,644,253,29336,254,22734,
18:10:55.821,14,19,5,-302,18,14835,37,2150,53,328,69,2064,85,2622,96,26683,117,2922,133,44,146,13963,165,9827,181,43,240,677,253,29308,254,22762,
18:10:59.824,14,20,5,-304,18,14835,37,1512,53,211,69,1409,85,1980,96,26684,117,2372,133,45,146,13891,165,8314,181,43,240,670,253,29312,254,22798,
18:11:03.826,14,21,5,-298,18,14796,37,1051,53,171,69,921,85,1487,96,26683,117,2035,133,44,146,13824,165,7143,181,43,240,662,253,29308,254,22798,
18:11:07.825,14,22,5,-299,18,14814,37,695,53,133,69,542,85,1095,96,26684,117,1818,133,45,146,13828,165,6222,181,43,240,661,253,29316,254,22798,
18:11:11.824,14,23,5,-285,18,14822,37,447,53,98,69,271,85,808,96,26683,117,1688,133,44,146,13842,165,5517,181,43,240,662,253,29320,254,22814,
18:11:15.828,14,24,5,-265,18,14818,37,250,53,-6,69,52,85,592,96,26683,117,1612,133,43,146,13836,165,4985,181,43,240,613,253,29312,254,22838,
