2019_08_02-17_23_20
Time,Unit,Sample#,sens.type1,val1,...
17:23:24.086,13,2,0,1564,16,2473,32,2644,48,1721,64,2873,80,2358,96,12224,112,23621,128,2836,144,3093,160,5,176,2831,240,1801,253,27044,254,27830,
17:23:24.586,13,3,0,1585,16,2479,32,2648,48,1739,64,2872,80,2366,96,12071,112,23255,128,2835,144,3090,160,5,176,2832,240,1802,253,27036,254,27810,
17:23:24.683,14,2,0,26698,0,2981,0,2706,0,1599,0,2641,0,2549,0,2588,0,1804,0,2870,0,3630,0,3745,0,2873,240,1873,253,28136,254,23646,
17:23:25.088,13,4,0,1606,16,2486,32,2651,48,1756,64,2871,80,2373,96,11923,112,22925,128,2835,144,3087,160,5,176,2831,240,1810,253,27048,254,27818,
17:23:25.140,14,3,0,26698,0,2979,0,2709,0,1620,0,2645,0,2554,0,2592,0,1822,0,2872,0,3629,0,3731,0,2870,240,1873,253,28136,254,23626,
17:23:25.590,13,5,0,1627,16,2492,32,2655,48,1774,64,2871,80,2381,96,11778,112,22620,128,2837,144,3085,160,5,176,2829,240,1805,253,27044,254,27810,
17:23:25.801,14,4,0,26698,0,2978,0,2712,0,1640,0,2648,0,2559,0,2597,0,1838,0,2872,0,3629,0,3719,0,2870,240,1874,253,28136,254,23634,
17:23:26.090,13,6,0,1647,16,2498,32,2658,48,1790,64,2871,80,2388,96,11639,112,22341,128,2836,144,3082,160,5,176,2831,240,1806,253,27032,254,27806,
17:23:26.140,14,5,0,26698,0,2977,0,2714,0,1659,0,2652,0,2564,0,2601,0,1855,0,2870,0,3628,0,3705,0,2871,240,1871,253,28124,254,23630,
17:23:26.591,13,7,0,1666,16,2505,32,2662,48,1806,64,2870,80,2395,96,11503,112,22082,128,2835,144,3080,160,5,176,2831,240,1804,253,27040,254,27794,
17:23:26.640,14,6,0,26698,0,2976,0,2717,0,1678,0,2655,0,2569,0,2605,0,1871,0,2872,0,3628,0,3693,0,2871,240,1873,253,28140,254,23630,
17:23:27.093,13,8,0,1685,16,2511,32,2665,48,1822,64,2870,80,2402,96,11371,112,21843,128,2835,144,3077,160,5,176,2831,240,1803,253,27036,254,27790,
17:23:27.141,14,7,0,26697,0,2974,0,2720,0,1697,0,2659,0,2573,0,2610,0,1887,0,2870,0,3629,0,3680,0,2871,240,1871,253,28144,254,23630,
17:23:27.594,13,9,0,1703,16,2517,32,2668,48,1838,64,2869,80,2409,96,11242,112,21619,128,2836,144,3074,160,5,176,2831,240,1804,253,27036,254,27790,
17:23:27.646,14,8,0,26698,0,2974,0,2723,0,1716,0,2662,0,2578,0,2614,0,1903,0,2869,0,3630,0,3668,0,2870,240,1872,253,28144,254,23630,
17:23:28.094,13,10,0,1721,16,2523,32,2671,48,1854,64,2868,80,2416,96,11116,112,21409,128,2836,144,3072,160,5,176,2833,240,1802,253,27036,254,27782,
17:23:28.146,14,9,0,26698,0,2973,0,2726,0,1734,0,2666,0,2582,0,2618,0,1918,0,2871,0,3632,0,3656,0,2870,240,1875,253,28140,254,23630,
17:23:28.594,13,11,0,1739,16,2528,32,2674,48,1869,64,2868,80,2422,96,10993,112,21213,128,2835,144,3070,160,5,176,2831,240,1802,253,27036,254,27786,
17:23:28.642,14,10,0,26698,0,2972,0,2729,0,1752,0,2669,0,2587,0,2622,0,1934,0,2872,0,3632,0,3645,0,2873,240,1872,253,28144,254,23630,
17:23:29.099,13,12,0,1756,16,2534,32,2677,48,1883,64,2867,80,2429,96,10874,112,21028,128,2834,144,3067,160,5,176,2831,240,1804,253,27040,254,27782,
17:23:29.145,14,11,0,26698,0,2971,0,2732,0,1769,0,2672,0,2592,0,2625,0,1948,0,2870,0,3633,0,3634,0,2872,240,1871,253,28148,254,23634,
17:23:29.597,13,13,0,1772,16,2539,32,2680,48,1898,64,2866,80,2435,96,10757,112,20854,128,2837,144,3065,160,5,176,2831,240,1811,253,27040,254,27778,
17:23:29.645,14,12,0,26697,0,2971,0,2735,0,1786,0,2675,0,2596,0,2630,0,1962,0,2872,0,3633,0,3622,0,2870,240,1870,253,28148,254,23626,
17:23:30.098,13,14,0,1789,16,2545,32,2683,48,1912,64,2866,80,2441,96,10643,112,20691,128,2835,144,3062,160,5,176,2831,240,1804,253,27032,254,27766,
17:23:30.147,14,13,0,26698,0,2970,0,2737,0,1803,0,2678,0,2600,0,2633,0,1977,0,2870,0,3633,0,3611,0,2870,240,1871,253,28144,254,23618,
17:23:30.599,13,15,0,1804,16,2550,32,2686,48,1926,64,2865,80,2447,96,10532,112,20538,128,2837,144,3060,160,5,176,2831,240,1798,253,27036,254,27774,
