01Log2019_08_06-08_39_41.csv
08/06/2019    08:39:41.296, VI started
08/06/2019    08:39:41.901, Announcement from #13
08/06/2019    08:39:42.005, Announcement from #14
08/06/2019    08:56:02.828, Reset sent to #255
08/06/2019    08:56:04.364, Announcement from #14
08/06/2019    08:56:04.380, Announcement from #13
08/06/2019    08:56:10.388, Logging to: 2019_08_06-08_56_10_Data.csv
08/06/2019    08:56:10.388, Trigger sent to #255, T=2000ms
08/06/2019    09:05:18.158, Announcement from #14
08/06/2019    09:10:14.888, Announcement from #14
08/06/2019    09:19:39.790, Announcement from #14
08/06/2019    09:19:58.254, Reset sent to #255
08/06/2019    09:19:59.802, Announcement from #13
08/06/2019    09:22:05.625, Announcement from #14
08/06/2019    09:23:43.983, Reset sent to #255
08/06/2019    09:23:45.534, Announcement from #13
08/06/2019    09:25:50.517, Announcement from #14
08/06/2019    09:31:39.772, Announcement from #14
08/06/2019    09:34:01.683, Announcement from #14
08/06/2019    09:36:34.009, Announcement from #14
08/06/2019    09:41:53.326, Reset sent to #255
08/06/2019    09:41:54.873, Announcement from #13
08/06/2019    09:44:45.222, Announcement from #14
08/06/2019    09:51:34.833, Announcement from #14
08/06/2019    09:56:04.745, Announcement from #14
08/06/2019    11:26:45.845, Announcement from #14
08/06/2019    12:37:37.583, Announcement from #14
